Violet,Blue,Green,Yellow,Orange,Red,Label
693.6884346,554.7818261,2678.094113,3913.145257,4512.451422,4865.106895,0
684.0339421,643.7544519,2576.561404,4171.407371,4683.650301,4893.865851,0
689.7153534,605.2119114,2601.319302,4085.656607,4343.44772,4762.848272,0
618.7381067,671.5790035,2716.974459,4102.402214,4756.990709,5074.672628,1
654.8724636,552.3312391,2528.405907,4054.427487,4776.241319,5090.142837,0
693.5012246,696.0119628,2611.757917,3996.270207,4691.62395,4648.5552,0
695.9152206,689.5349304,2609.718846,4003.473717,4646.340814,5001.622705,0
680.0343496,639.0505716,2529.152504,4067.85275,4321.54498,5030.342205,0
665.9647529,639.9188981,2568.098425,4114.114308,4662.251207,4740.952579,0
603.2750826,676.5423772,2731.090034,4052.893991,4653.481639,5053.821735,1
633.0669018,687.0512713,2673.011489,3986.372782,4433.43243,5123.124725,0
636.610119,572.5023081,2783.898271,4095.250594,4791.107284,4635.683586,0
682.8742595,624.0703134,2677.233561,3913.467172,4582.229076,4943.481012,0
649.8099763,558.9435443,2654.548955,3915.958482,4721.81596,4916.270947,0
669.1018831,647.0840158,2687.031951,4186.157496,4388.471996,4832.433637,0
684.2403609,624.5445183,2728.721418,3953.963177,4645.811029,5140.097398,1
616.2657425,614.214418,2512.55556,3967.723877,4633.075183,5109.941418,0
634.4728344,554.0877346,2771.5848,4041.318674,4755.232009,4729.585842,0
669.1103543,552.6171971,2653.704055,3999.544103,4468.056224,5167.341923,0
675.050541,600.0886344,2689.849825,4024.663713,4588.249899,5171.65037,0
661.5848229,572.5866845,2751.481209,4117.849626,4354.4231,4612.946078,0
629.701029,613.5373658,2658.524325,3982.529212,4713.97804,5054.949315,0
627.3747993,642.35416,2530.465217,4100.988965,4473.698299,4968.646922,0
629.5302241,652.0641951,2618.13192,4017.545499,4403.48165,5007.164215,0
681.930536,688.9707456,2654.235998,3957.942986,4601.450454,4638.726132,0
641.0392575,677.9612221,2628.724537,4177.697574,4486.538859,4988.772458,0
658.8625421,565.1299215,2623.7185,4177.412468,4327.775237,4768.833282,0
624.0640116,584.171291,2607.136116,4177.230768,4551.249173,5062.266348,0
635.0272035,618.8023766,2785.328999,3939.895013,4335.15362,4994.257009,1
693.1702776,566.3351371,2695.509053,3943.818642,4646.981464,4937.929536,0
604.3723399,669.688574,2795.86321,4031.023446,4472.374427,4534.164283,0
622.5202909,637.1519378,2680.412601,3975.755521,4627.17083,4542.066917,0
694.050609,563.8795867,2600.193379,4095.314893,4551.955388,4871.647598,0
637.9123731,665.3361119,2584.75338,4094.781822,4761.091911,4731.47032,0
681.343913,668.1453393,2537.296744,3947.216264,4507.499136,4981.132959,0
665.7703905,651.9966245,2502.816003,3938.582872,4681.953191,5089.340849,0
674.6948593,691.6785199,2775.914268,3966.922287,4554.883594,5051.418136,1
652.2451914,642.6087917,2667.47221,4119.297608,4331.701058,4844.950569,0
622.9924038,600.6086623,2665.491432,4123.105702,4506.152773,4855.332833,0
612.8972373,582.2253485,2587.848892,4034.989749,4420.141058,4684.28444,0
689.1582572,637.9209743,2781.602385,4085.423963,4425.35952,4571.776217,0
654.6363901,616.3968422,2707.451841,4127.831837,4499.710593,4897.189379,1
620.5583925,691.5292916,2653.841993,3982.873981,4414.569776,5167.04989,0
668.942083,656.1809125,2697.076573,4133.690235,4590.234778,4852.261094,0
687.8731309,608.9423905,2572.790652,3984.487988,4752.385505,4991.872655,0
685.3055727,606.8025542,2689.906489,3909.467053,4760.016769,4828.822819,0
651.9903186,664.9468169,2600.86498,4087.795536,4463.451004,4717.774794,0
664.6078398,615.0537448,2530.865964,3970.84529,4785.891398,4989.228191,0
665.9450256,598.9146012,2505.946575,4071.141778,4318.167451,4685.319921,0
619.0658434,617.3949437,2730.596554,4088.380859,4457.350146,4704.430194,0
607.8237989,575.791575,2716.384104,3926.834576,4758.906101,4800.773866,1
607.9722871,635.8216171,2749.531694,4004.210341,4689.944502,4995.837461,1
659.0942359,606.5490544,2618.147507,4028.492654,4511.512804,4653.246998,0
649.6764652,555.980457,2669.44495,3914.742888,4736.140622,5102.017332,0
633.8257943,696.1045695,2786.432502,4196.586299,4378.858837,4502.042845,0
624.817996,601.9435181,2570.001614,4126.767355,4412.963841,4813.910272,0
625.9444567,601.8691771,2770.886484,3903.81026,4366.111402,4771.643858,0
684.062101,581.9899454,2780.570319,4190.940114,4487.629278,5189.40399,1
612.2085695,664.1436205,2673.808505,4086.346963,4544.95212,4654.315248,0
614.4134245,645.2763558,2740.724708,4100.892978,4535.801479,5161.13468,1
659.1480868,584.0121639,2705.153106,3996.192857,4674.459272,5198.700245,1
626.9733352,689.7804454,2708.916116,3928.577785,4422.936086,5154.260286,1
647.9784218,682.3791615,2733.789195,3905.485165,4685.380873,4980.058883,1
686.7667063,637.0764506,2687.831434,3933.344158,4406.847112,4525.458837,0
644.4544929,598.9871355,2586.188269,4048.935597,4390.852597,5153.65431,0
694.0181284,638.7194624,2500.242585,4170.901934,4641.446471,4551.695713,0
699.6384162,597.168545,2742.765951,4038.435182,4593.570734,4834.316859,1
655.2453632,576.2974809,2676.173461,3946.440459,4522.726275,4876.334996,0
646.1900115,675.1164563,2798.851693,4191.673282,4672.964686,4639.969867,0
603.6329236,578.2906099,2673.264205,4088.481703,4482.387376,4945.590607,0
689.1293458,588.0277311,2585.907801,3937.625753,4564.286886,5074.536453,0
629.977546,668.1518376,2631.103772,4065.161915,4793.057237,4982.846689,0
697.0136777,564.3948758,2769.427671,3917.532928,4361.659076,4941.50802,1
637.0104346,597.9358411,2738.708299,3990.511444,4603.730844,4823.38057,1
629.2592691,674.8628435,2671.157787,3921.152434,4433.155845,4619.612382,0
656.0307422,580.3135756,2647.710643,4118.810226,4777.498191,5033.657838,0
608.0068139,690.7369337,2792.342153,4082.133128,4778.747479,4731.455379,0
690.1215142,550.0548436,2644.984006,3944.242424,4457.496043,4619.962821,0
659.2906937,648.6412018,2604.688808,3916.108034,4323.584016,4539.100466,0
607.1511996,552.3513317,2792.103702,4120.439016,4676.192807,4523.319526,0
611.7606117,589.1954905,2768.007401,4191.618341,4797.036943,4742.750384,0
629.2302136,578.0871111,2722.944501,4115.405617,4394.447363,4803.756463,1
604.5593135,648.3210214,2734.312663,4158.870128,4692.676436,4803.444612,1
634.7821247,558.3082825,2745.832433,3931.812101,4303.037023,4692.529647,0
694.2771305,651.1388992,2615.697518,4157.083887,4637.412444,4925.667843,0
643.9425837,694.1927804,2746.871949,3903.14983,4370.808367,4837.966885,1
658.0618433,593.9483446,2631.66009,4019.479556,4368.65274,5166.933196,0
636.0044666,675.5466111,2512.400718,4027.149176,4337.818985,4719.670414,0
694.5982651,678.1755182,2552.059335,4060.765077,4447.444603,5132.010508,0
608.1387409,668.121235,2552.322548,4115.996386,4416.003331,4644.996238,0
621.613211,696.5005817,2614.554702,4090.586669,4323.28202,4662.447866,0
687.4840379,619.0213822,2500.919072,4039.482383,4712.035947,5110.3199,0
630.1074526,585.400781,2749.473479,4031.325782,4553.543653,4629.832204,0
615.1498574,686.0208441,2797.824971,4017.024432,4713.405275,5167.840378,1
689.3842059,676.1509383,2704.985247,3951.538878,4418.775653,4803.999611,1
602.5062185,590.2969889,2794.047804,3993.807736,4585.875821,4928.164252,1
690.1538065,609.4059881,2707.829997,3961.345747,4331.426393,4935.670124,1
668.8019577,594.51777,2671.468552,3994.866768,4704.748999,4755.848307,0
669.8789902,645.0138931,2789.37373,3960.239001,4599.08887,4558.592409,0
654.441471,676.9223723,2512.209499,3998.808132,4654.674831,5102.217617,0
650.0898617,699.2139378,2628.592041,3980.203576,4536.47594,4612.591732,0
615.8897812,590.2512953,2727.136019,4082.752209,4783.466516,5041.324536,1
657.2864576,617.5335256,2586.117123,4125.715978,4347.179081,4574.750025,0
673.4893629,603.1888038,2674.19008,3989.65663,4656.840471,4752.34034,0
671.8459525,699.29856,2525.110031,4040.461769,4346.901529,5007.619319,0
691.2045444,562.962165,2655.985267,4065.7893,4642.574519,4709.758348,0
660.1877716,579.7755858,2697.027225,4109.507118,4529.84019,4610.361419,0
642.1785817,639.408155,2596.699449,4149.218646,4361.342504,4675.826491,0
693.7607517,648.2812314,2725.873261,4143.257559,4324.213359,4790.296396,0
672.5489055,570.8566017,2689.767178,3974.050037,4719.986137,5085.669576,0
645.3072418,609.2138104,2788.47859,3902.453491,4499.219345,4841.440592,1
661.8136763,560.5014991,2542.806376,4096.26799,4409.159797,4583.39235,0
604.3137101,574.8337272,2653.331771,4160.180406,4683.130369,4594.465647,0
606.4920678,650.8667427,2644.662077,4048.625374,4456.741832,4726.450679,0
690.9101314,617.5504936,2724.59074,3955.575999,4342.46101,4644.920443,0
655.8915662,649.2550655,2781.763947,3912.073612,4381.82925,4806.686341,1
632.5667604,563.4898543,2743.095891,4019.867692,4627.65715,4896.790449,1
600.3121864,647.7027221,2595.129203,3979.780151,4530.224102,4936.212658,0
680.1853431,634.1746179,2507.441227,4138.062131,4436.544411,5076.037941,0
668.8554783,640.5853677,2616.085028,3919.660601,4799.296694,4962.730729,0
622.91723,563.8381863,2572.293599,4170.770899,4408.673994,4835.665927,0
690.9228263,579.0673663,2634.396282,4085.340026,4597.106516,4966.114053,0
626.7680191,613.5800775,2739.797139,4179.693849,4534.859549,4714.412371,0
643.9371832,596.0290061,2582.503892,3941.624216,4383.273734,4845.763175,0
608.6583511,689.0258363,2544.542875,3948.14376,4658.861794,4972.426124,0
635.8519543,563.5686856,2502.474414,4011.833709,4694.153569,4813.10024,0
609.9624683,670.8746707,2697.836496,4035.709228,4566.681181,4868.665316,0
662.9681059,646.9846646,2557.54922,4140.519619,4398.285495,4787.905547,0
623.5693362,590.8308157,2502.600548,4178.484246,4560.109748,4824.887926,0
652.3529729,600.5218161,2599.713684,4196.486365,4536.858451,5022.802657,0
666.9958828,669.3387999,2581.763028,3985.174539,4658.627875,4629.245983,0
683.3703359,575.4497519,2785.979703,4116.764414,4367.124201,5097.164747,1
693.1692742,634.6277,2619.646999,4032.480751,4650.84037,4682.030093,0
602.8529451,692.1947852,2798.850688,4133.844981,4794.700704,4841.28707,1
612.798266,619.6550916,2722.777147,4102.017487,4736.989754,5030.77528,1
661.7175242,591.2225835,2600.913503,4150.717063,4492.943188,4556.242594,0
686.5584371,615.3061091,2551.624262,3901.288924,4626.248415,4758.782738,0
637.6099196,616.2013691,2654.837154,3990.034385,4539.160903,4504.37282,0
617.1435896,595.5336152,2723.339369,4074.268003,4650.603592,5063.265098,1
685.1985239,567.6581434,2697.179097,4125.885442,4651.064395,4923.582918,0
603.8266625,579.2725136,2599.20451,4092.85002,4408.701964,4553.836865,0
698.0589356,581.0138443,2794.976002,4083.111304,4423.989276,4862.570551,1
671.2831054,588.9803541,2534.405802,4064.900849,4409.450883,4718.522909,0
697.3133083,596.3785736,2783.874251,4023.16856,4305.166801,4717.048298,0
615.5206838,699.112381,2635.071761,4063.565486,4431.165889,5117.778864,0
610.3061072,673.5344034,2628.152719,4176.103405,4564.006079,5109.584248,0
635.2810811,610.0228617,2679.376867,4173.455378,4366.49351,4529.517192,0
640.1038961,639.3561531,2775.903789,3988.132744,4572.519671,5047.177245,1
632.7399542,564.2894153,2632.504784,3908.723046,4637.69519,4578.113261,0
619.9640281,629.5242308,2688.207054,4012.07899,4603.226817,5092.472079,0
670.1945689,608.9310872,2671.560599,3974.932121,4663.673367,4740.330402,0
607.8634675,595.3346392,2590.120745,3906.966359,4388.057126,5102.643158,0
665.594817,678.4806402,2581.28214,4168.784334,4404.395198,5174.917726,0
641.4360088,584.4347821,2745.51106,4008.133048,4550.762034,5023.371883,1
683.1849881,609.1706473,2528.990904,3979.617484,4695.972506,5155.80252,0
656.8258588,690.7032336,2679.174518,4196.38559,4681.174251,4629.931108,0
651.6770006,646.0228143,2760.68527,4080.035511,4799.83469,4590.42341,0
629.3370644,621.5319061,2538.87473,3968.43704,4390.536022,4970.410904,0
632.578484,668.5881291,2663.804172,3969.166968,4643.381235,4534.357821,0
657.2598535,699.0643481,2608.890709,4067.616198,4763.640177,4681.913547,0
683.2475027,576.2688857,2763.952658,3983.889829,4724.738001,5064.701211,1
618.9125152,696.7838433,2576.118298,4133.563838,4705.392271,4848.567063,0
691.5723152,565.1475314,2540.747377,4157.495039,4309.323242,5009.829586,0
681.6657869,567.4330675,2646.566914,4004.234522,4686.945499,4699.700715,0
682.439671,575.9591624,2759.093039,4177.816428,4395.55187,4535.246746,0
654.8449472,551.4276848,2748.5091,4172.563321,4652.648372,4670.331219,0
658.9231591,690.8349945,2768.650604,4081.867862,4696.189162,5085.317269,1
656.0141091,550.1042656,2575.382539,4029.584579,4515.326435,5112.663127,0
606.7640949,600.9860185,2553.11862,3973.81056,4663.909745,4701.743422,0
623.7341669,570.9488523,2566.219084,4145.264011,4489.114528,4965.860653,0
693.5813288,613.9721677,2681.548011,4190.875328,4482.325476,4965.113305,0
631.4755083,682.8573757,2588.663419,3988.609824,4753.541033,4845.019211,0
620.7139651,553.8728872,2551.062681,3990.702164,4780.719805,5048.560204,0
667.3256461,676.10834,2626.256284,4111.121205,4540.64331,5074.403188,0
643.7390204,678.9960766,2502.66917,4198.809336,4437.60053,4523.461487,0
615.2099956,621.9394232,2766.652702,3985.025733,4692.063514,4619.274751,0
673.129355,586.9932751,2524.552278,4155.872624,4643.27608,5170.677433,0
698.5055605,630.2083928,2771.794135,4042.994586,4744.835626,4516.694832,0
612.8724833,661.0960307,2617.306062,4018.088538,4600.924173,4516.719831,0
638.7670983,558.5119191,2706.871169,4056.117272,4338.043229,4784.381822,0
643.0212874,648.8968412,2565.517352,3924.326598,4533.835836,5010.070202,0
661.3983836,685.0896617,2575.833809,3966.028595,4417.902496,5067.090657,0
670.2409052,681.7757286,2713.303369,4098.324072,4519.788717,4893.95552,1
699.0311323,693.5973117,2601.04548,3946.636739,4508.53956,4888.133911,0
602.9752119,680.0059408,2768.324273,4049.157115,4404.643502,5005.117992,1
669.9716103,619.1120847,2551.177914,4138.311435,4744.249819,4599.760162,0
693.9671596,550.0391283,2631.641505,3903.350331,4417.257753,4994.888942,0
669.4164365,589.7681259,2597.972085,3927.970181,4320.799676,5031.496106,0
632.4874494,628.2732719,2785.566365,4100.693525,4536.56081,4954.560512,1
666.5635914,584.5221164,2741.466902,4050.835514,4517.014857,4996.323508,1
655.5263986,588.2505684,2522.560171,4076.730714,4637.121035,4911.609389,0
653.3702257,620.8924557,2597.143359,4029.295826,4682.4489,5197.523873,0
626.5018285,668.8100502,2540.382778,3910.660845,4526.973244,4894.083945,0
623.0882795,571.7143637,2703.128749,4006.221153,4555.236153,4986.294656,1
659.5292948,625.9166133,2732.919777,4105.560823,4459.74682,5082.500018,1
666.0821562,638.0602331,2505.723529,4151.085009,4356.998932,5088.294313,
633.7496726,614.4153444,2738.133601,3942.470244,4604.050922,5151.440176,1
663.6443762,557.1655986,2709.503838,3977.132859,4645.450752,4754.22584,0
654.1884227,583.3212876,2771.646199,4012.06235,4339.408249,4521.650956,0
662.6900805,690.5494955,2595.980589,4123.552418,4444.464202,4587.047831,0
651.4080994,608.1267804,2793.582929,3987.545321,4596.171282,4899.949511,1
661.5855992,634.1371393,2583.957819,3945.55489,4666.506253,4527.788964,0
680.1622306,610.9625335,2749.003431,4191.310646,4511.241528,4537.733393,0
678.7036774,644.5115533,2652.645815,4070.305847,4454.595434,5022.995181,0
633.666085,682.5031565,2600.096776,4138.804371,4702.391914,4535.167073,0
640.2505131,694.7787464,2624.312783,3999.157071,4618.186177,5100.617759,0
678.8283984,630.7614615,2722.501134,4121.916182,4522.397303,5095.286901,1
649.453486,692.2236302,2739.336457,3939.913375,4418.884877,4589.406427,0
653.4120399,558.5045035,2640.5725,4194.806341,4641.110581,5109.630503,0
649.6210565,593.1493316,2554.905795,4188.365704,4678.130738,5165.247443,0
667.1266649,577.9081915,2586.952587,3917.462347,4322.033111,4695.691182,0
617.0469621,651.565084,2770.725378,4005.596196,4350.079258,5055.101565,1
646.8432429,653.101181,2704.923559,4026.430766,4629.671263,4943.39899,1
652.5146009,578.6922175,2653.571803,4124.499079,4509.913458,5016.235594,0
668.6467734,693.3589019,2592.371938,4002.690259,4493.516786,4518.323134,0
663.3546405,634.7876589,2609.653424,4026.43761,4531.100136,4720.107143,0
622.5661691,567.3905326,2540.189832,4183.957033,4546.216486,5023.749539,0
631.093516,551.1557927,2684.686501,4007.272002,4624.414536,5092.18406,0
610.1353212,638.2452751,2674.714657,4056.541128,4527.299915,5176.691404,0
618.2306958,633.9088193,2687.942347,3909.038999,4621.136529,5086.712792,0
639.5136017,615.6013305,2525.464833,4074.413242,4735.840988,4644.834954,0
609.4610032,578.1928299,2700.350973,4119.726272,4615.505224,4827.744308,1
631.4362331,646.2199993,2668.608069,4099.118001,4362.438522,4971.819023,0
668.0311278,689.5180216,2748.645907,3953.430106,4774.620314,4639.735994,0
621.7680662,551.2782906,2590.187974,3982.341247,4593.224225,4777.586993,0
618.6402774,608.9224598,2546.378152,4149.691336,4374.876037,4975.682166,0
675.0089983,552.2335012,2542.673949,3909.196681,4704.347756,4533.002169,0
666.6181478,618.4048653,2740.898914,4007.531672,4312.667023,4653.011709,0
671.09149,632.3381179,2760.90791,4121.650697,4351.615066,5180.00325,1
673.8712608,552.0786365,2703.7365,4045.650819,4317.359175,4580.107734,0
607.6625111,641.1737017,2570.039756,3942.603433,4565.086599,5151.210937,0
661.690277,653.4837876,2570.32776,3962.053158,4318.683133,4964.355476,0
650.7254571,622.8700674,2758.508503,4189.654471,4679.843968,4672.675614,0
667.6267461,663.8958167,2675.856944,4146.73178,4763.417573,4946.296815,0
601.8937867,577.6510947,2508.022213,4180.499601,4542.233679,5056.349891,0
645.683534,624.1313891,2627.714186,4167.531647,4737.14256,4943.205259,0
629.2279313,593.7517511,2573.650013,4111.304376,4687.305936,5075.857493,0
680.6189646,588.065643,2740.149958,4088.912617,4415.750784,4766.753733,0
645.320164,625.0839337,2662.171464,4003.543548,4445.715014,4992.470013,0
693.4078415,639.1262136,2677.927232,4121.61931,4486.321592,4817.289263,0
650.9375565,689.3066253,2635.236342,4091.23046,4529.681929,4887.642122,0
604.1232659,670.3303268,2701.45349,3960.098278,4307.293187,5034.216218,1
656.751176,648.1320701,2690.422117,4120.29906,4743.66329,4966.136307,0
612.0674601,657.0603388,2634.168154,4092.294706,4624.448064,4974.862776,0
605.8827639,583.5929895,2550.394473,4178.558822,4557.615495,4971.354462,0
666.7800225,562.2192138,2567.522041,3985.256763,4756.881863,4660.371096,0
624.8620409,651.4436131,2694.547198,4111.103056,4718.55164,5009.106992,0
601.943439,637.5619718,2776.263047,3927.503402,4577.280305,5151.561956,1
619.9452943,628.7979377,2538.021732,4124.618184,4457.334346,4631.021892,0
698.0395126,656.92407,2747.694997,4104.965946,4644.700901,4871.613117,1
618.8853702,623.952356,2667.86196,4148.484081,4401.434303,4869.422354,0
680.7811208,603.2656689,2664.32651,4115.231352,4401.256182,4950.629829,0
600.0089016,626.976547,2670.948704,3902.11101,4746.236227,5083.235524,0
677.516546,668.2203455,2612.088874,3945.693593,4476.130151,4951.568546,0
693.1936747,563.9981553,2721.633331,3916.580208,4678.579235,4824.442549,1
604.5004448,676.3044257,2549.413469,3934.522181,4435.780436,4720.070401,0
660.6089623,651.620006,2796.292677,4197.978226,4678.768171,4692.541725,0
695.4013745,611.6623561,2564.986985,4088.739024,4307.434518,4530.30985,0
618.0262134,580.0697641,2715.807269,4032.860268,4722.746315,4772.853071,0
683.7552199,662.2627979,2675.158313,3948.172079,4564.420093,4823.869633,0
637.9543847,563.984498,2577.743634,4000.750993,4487.556107,4602.381759,0
631.676988,592.1838109,2746.037087,4002.626897,4736.001073,4687.620642,0
677.5431767,641.3813492,2505.390652,4110.453434,4307.876153,4978.725186,0
687.7901636,614.7709101,2689.402875,4075.812223,4413.70562,5049.258276,0
628.7636296,688.6563404,2589.542541,4060.890956,4466.823742,4666.105774,0
